reviews.text,reviews.rating,sentiment_score,sentiment,text
I left my 7 on airline flight and bought the 8 to replace love love the speed and the video on it. Glad I bought it is worth it!!!! the download speed has improved very much!!,5,2,POSITIVE,leave airline flight buy replace love love speed video glad buy worth download speed improve
I really like this product. Work well. I don't need cable anymore.,5,2,POSITIVE,like product work don t need cable anymore
"The fire stick has more than enough to offer in entertainment, something for every one's taste. The programming is not disappointing. The equipment is inexpensive and you.have control of any other expenses like subscriptions. Your bill will be far less than a cable bill and you will have more enjoyment from the programs. The only thing that needs to be done is having local channels available,. without an antenna which may or may not help reception.. I also miss OWN.",5,2,POSITIVE,fire stick offer entertainment s taste programming disappointing equipment inexpensive control expense like subscription bill far cable bill enjoyment program thing need have local channel available antenna help reception miss
"Glad I upgraded to the Fire Kindle as it is much easy to read on than the black and white Kindle I had previously. The color and graphics are very clear. It is easy to work on for many tasks, and the search mode is great.",5,2,POSITIVE,glad upgrade fire kindle easy read black white kindle previously color graphic clear easy work task search mode great
"I've had my tablets since last year and they still in great condition, ii read on it a lot so I think I made a good choice",5,2,POSITIVE,ve tablet year great condition ii read lot think good choice
Purchased 3 of these as Christmas gifts for my grandchildren to play games on. Excellent tablet for the price!,5,2,POSITIVE,purchase christmas gift grandchild play game excellent tablet price
purchased this as a christmas gift for our son in law. he loved it and works well. great sound and loves the portability of the unit.,5,2,POSITIVE,purchase christmas gift son law love work great sound love portability unit
"Awesome battery, does every thing I need it to. I love it.",5,2,POSITIVE,awesome battery thing need love
"It works! It's a plug, what more can I say",5,2,POSITIVE,work s plug
"Great product, great replacement for Smart TV. Will recommend.",5,2,POSITIVE,great product great replacement smart tv recommend
"Love the tablet, easy to use and loaded with fun for the whole family",5,2,POSITIVE,love tablet easy use load fun family
i love to read book on that device. i would recommend this,5,2,POSITIVE,love read book device recommend
Don't waste money on the kid program friendly ones that's what Locks are for,5,2,POSITIVE,don t waste money kid program friendly one s lock
My old kindle had no camera and was much thicker. This one has a great camera and is much slimmer.,5,2,POSITIVE,old kindle camera thick great camera slimmer
So happy with the color choices! This will be perfect for my 10 year old and I am thrilled with thr price!,5,2,POSITIVE,happy color choice perfect year old thrilled thr price
Great reading experience. All your books in one place. Compact. Excellent!!,5,2,POSITIVE,great reading experience book place compact excellent
Tablet is very easy to use and navigate the internet,5,2,POSITIVE,tablet easy use navigate internet
"We are really enjoying our purchase of this tablet. I bought it for my 7-year old, my husband, and myself to use. The kid-friendly controls are appreciated. When needed, we just log in as me to access the wilds of the internet that are kept from her when she is logged in. Speedy, friendly, and very nice screen. I am going to add internal memory and then we will be set!",5,2,POSITIVE,enjoy purchase tablet buy year old husband use kid friendly control appreciate need log access wild internet keep log speedy friendly nice screen go add internal memory set
"Great product for home automation, music, news, weather",5,2,POSITIVE,great product home automation music news weather
"other than not being voice activated like the Echo, it's just as good if not better",5,2,POSITIVE,voice activate like echo s good well
the fire box is an Amazon best seller for a reason: it's good,5,2,POSITIVE,fire box amazon good seller reason s good
"This is an excellent product to give as a gift, one of the most reliable brands in the market.",5,2,POSITIVE,excellent product gift reliable brand market
"I love this e-reader. My other reader was not backlit so needed something I could use in low light. This works perfectly for reading at night and in the sun. The light is adjustable. Love downloading books from the library. It has a 3G connection which I have not used yet, so far used only in wi-fi areas.",5,2,POSITIVE,love e reader reader backlit need use low light work perfectly read night sun light adjustable love download book library g connection far wi fi area
I bought this reader because my Nook was hard to read in the sun. THis reader was easy to use and great for any light including sunlight.,5,2,POSITIVE,buy reader nook hard read sun reader easy use great light include sunlight
This was a gift for my 7 year old grandson. He loved it. It's easy for him to use and the parental controls were perfect to keep him away from inappropriate content. Hours of entertainment for traveling. Great for games and movies for some quiet down time.,5,2,POSITIVE,gift year old grandson love s easy use parental control perfect away inappropriate content hour entertainment travel great game movie quiet time
